plant_id,plant_name,datetime,installed_capacity_mw,actual_generation_mw,water_flow_m3s,turbine_efficiency,outage_flag
H01,Andean_Falls,2024-08-07 10:30:00,180.0,122.584,174.32,0.908,0
H02,River_Gate,2024-09-04 06:00:00,125.0,67.556,106.065,0.931,0
H03,Canyon_Run,2024-06-09 00:00:00,95.0,66.732,93.73,0.913,0
H02,River_Gate,2024-03-31 11:45:00,125.0,125.0,226.226,0.904,0
H03,Canyon_Run,2024-11-17 09:15:00,95.0,74.628,110.332,0.906,0
H01,Andean_Falls,2024-06-24 15:15:00,180.0,154.153,223.095,0.885,0
H03,Canyon_Run,2024-09-12 16:15:00,95.0,50.805,74.258,0.873,0
H01,Andean_Falls,2024-01-10 04:00:00,180.0,169.7,233.755,0.925,0
H03,Canyon_Run,2024-02-03 15:45:00,95.0,95.0,151.716,0.897,0
H01,Andean_Falls,2024-08-06 10:30:00,180.0,105.823,145.23,0.906,0
H02,River_Gate,2024-09-21 12:15:00,125.0,68.186,109.315,0.914,0
H02,River_Gate,2024-02-27 22:15:00,125.0,125.0,222.406,0.873,0
H03,Canyon_Run,2024-03-21 23:15:00,95.0,95.0,148.628,0.872,0
H03,Canyon_Run,2024-05-01 07:30:00,95.0,95.0,136.708,0.933,0
H02,River_Gate,2024-04-06 11:00:00,125.0,125.0,212.002,0.91,0
H03,Canyon_Run,2024-07-13 18:15:00,95.0,52.968,82.98,0.875,0
H03,Canyon_Run,2024-05-22 12:45:00,95.0,82.234,120.324,0.912,0
H02,River_Gate,2024-02-22 15:15:00,125.0,125.0,211.62,0.899,0
H03,Canyon_Run,2024-05-04 09:15:00,95.0,93.557,134.028,0.942,0
H03,Canyon_Run,2024-02-27 00:45:00,95.0,95.0,142.958,0.924,0
H02,River_Gate,2024-01-25 04:15:00,125.0,125.0,204.405,0.963,0
H03,Canyon_Run,2024-11-25 06:45:00,95.0,77.831,109.946,0.898,0
H02,River_Gate,2024-08-12 15:30:00,125.0,74.138,122.222,0.883,0
H01,Andean_Falls,2024-05-24 03:45:00,180.0,179.696,250.877,0.921,0
H02,River_Gate,2024-05-24 02:30:00,125.0,122.233,183.956,1.3535435588058897,0
H01,Andean_Falls,2024-02-02 03:15:00,180.0,180.0,253.418,0.911,0
H02,River_Gate,2024-03-02 21:45:00,125.0,125.0,219.846,0.886,0
H03,Canyon_Run,2024-06-23 22:45:00,95.0,59.176,90.14,0.894,0
H01,Andean_Falls,2024-07-30 00:30:00,180.0,125.814,176.72,0.901,0
H01,Andean_Falls,2024-09-18 10:30:00,180.0,91.934,129.706,0.922,0
H02,River_Gate,2024-07-27 16:30:00,125.0,77.819,129.513,0.883,0
H01,Andean_Falls,2024-07-22 20:30:00,180.0,122.077,178.828,0.881,0
H03,Canyon_Run,2024-06-03 15:15:00,95.0,75.859,113.635,0.886,0
H01,Andean_Falls,2024-07-11 19:15:00,180.0,128.651,189.038,0.878,0
H03,Canyon_Run,2024-01-01 19:45:00,95.0,86.657,127.88,0.881,0
H01,Andean_Falls,2024-04-07 18:15:00,180.0,180.0,286.461,0.856,0
H01,Andean_Falls,2024-06-26 14:15:00,180.0,154.623,219.811,0.902,0
H02,River_Gate,2024-07-03 16:45:00,125.0,95.168,151.59,0.889,0
H03,Canyon_Run,2024-04-16 00:45:00,95.0,93.104,133.527,,0
H01,Andean_Falls,2024-05-22 23:30:00,180.0,180.0,,0.878,0
H02,River_Gate,2024-10-27 22:30:00,125.0,80.612,127.218,0.919,0
H01,Andean_Falls,2024-08-03 07:30:00,180.0,127.879,172.464,0.939,0
H03,Canyon_Run,2024-01-07 03:00:00,95.0,87.045,128.753,0.916,0
H03,Canyon_Run,2024-07-30 03:15:00,95.0,63.273,91.762,0.914,0
H03,Canyon_Run,2024-12-29 03:00:00,95.0,89.951,130.557,0.916,0
H02,River_Gate,2024-09-03 17:15:00,125.0,63.116,108.924,0.882,0
H03,Canyon_Run,2024-03-08 20:45:00,95.0,95.0,159.308,0.872,0
H02,River_Gate,2024-11-11 15:30:00,125.0,81.277,136.3,0.868,0
H01,Andean_Falls,2024-10-01 23:15:00,180.0,92.713,135.985,0.877,0
H02,River_Gate,2024-12-13 19:30:00,125.0,100.297,172.297,0.86,0
H02,River_Gate,2024-01-03 10:30:00,125.0,121.969,196.078,0.914,0
H02,River_Gate,2024-10-12 03:45:00,125.0,69.88,111.969,0.904,0
H02,River_Gate,2024-07-02 13:30:00,125.0,95.243,155.374,0.887,0
H01,Andean_Falls,2024-03-26 05:00:00,180.0,180.0,272.768,0.924,0
H01,Andean_Falls,2024-07-22 18:15:00,180.0,119.588,176.327,0.874,0
H02,River_Gate,2024-11-26 19:45:00,125.0,82.097,138.965,0.879,0
H02,River_Gate,2024-11-14 11:30:00,125.0,80.592,130.465,0.916,0
H03,Canyon_Run,2024-01-23 16:15:00,95.0,95.0,156.52,0.869,0
H02,River_Gate,2024-01-16 06:00:00,125.0,119.272,184.879,0.943,0
H03,Canyon_Run,2024-10-28 12:45:00,95.0,57.409,90.102,0.88,0
H01,Andean_Falls,2024-11-09 12:30:00,180.0,106.781,155.604,0.9,0
H02,River_Gate,2024-06-21 23:15:00,125.0,97.774,163.973,0.883,0
H03,Canyon_Run,2024-09-04 06:15:00,95.0,57.912,76.969,0.934,0
H01,Andean_Falls,2024-06-13 18:30:00,180.0,162.807,238.127,0.877,0
H01,Andean_Falls,2024-01-16 10:00:00,180.0,173.355,237.002,0.932,0
H01,Andean_Falls,2024-12-19 12:30:00,180.0,134.771,185.297,0.909,0
H03,Canyon_Run,2024-12-05 22:45:00,95.0,80.701,118.718,0.877,0
H01,Andean_Falls,2024-07-29 00:00:00,180.0,123.262,178.272,0.868,0
H03,Canyon_Run,2024-12-01 00:30:00,95.0,71.787,106.146,0.914,0
H02,River_Gate,2024-01-16 18:30:00,125.0,109.556,188.116,0.854,0
H02,River_Gate,2024-05-06 05:15:00,125.0,113.7,187.706,0.926,0
H03,Canyon_Run,2024-07-07 13:15:00,95.0,55.429,85.438,0.866,0
H01,Andean_Falls,2024-10-27 15:45:00,180.0,84.611,129.977,0.837,0
H01,Andean_Falls,2024-02-27 17:00:00,180.0,180.0,282.579,0.879,0
H02,River_Gate,2024-10-28 16:30:00,125.0,79.586,134.656,0.884,0
H02,River_Gate,2024-07-25 16:15:00,125.0,74.684,122.502,0.887,0
H02,River_Gate,2024-11-26 13:15:00,125.0,88.401,139.775,0.912,0
H02,River_Gate,2024-08-22 11:30:00,125.0,71.561,119.566,0.902,0
H03,Canyon_Run,2024-09-02 18:15:00,95.0,49.173,74.75,0.881,0
H02,River_Gate,2024-04-21 23:15:00,125.0,125.0,219.491,0.904,0
H02,River_Gate,2024-07-09 04:00:00,125.0,91.831,145.262,0.917,0
H03,Canyon_Run,2024-09-30 05:15:00,95.0,55.818,79.136,0.93,0
H03,Canyon_Run,2024-10-20 13:15:00,95.0,59.54,88.339,0.92,0
H03,Canyon_Run,2024-09-04 14:00:00,95.0,53.403,75.128,0.915,0
H01,Andean_Falls,2024-11-02 18:45:00,180.0,90.582,140.3,0.882,0
H01,Andean_Falls,2024-09-03 03:15:00,180.0,108.284,147.243,0.936,0
H01,Andean_Falls,2024-10-09 18:00:00,180.0,92.573,143.212,0.844,0
H03,Canyon_Run,2024-02-27 12:45:00,95.0,95.0,147.704,0.879,0
H03,Canyon_Run,2024-06-26 23:15:00,95.0,61.026,90.305,0.898,0
H01,Andean_Falls,2024-01-25 23:30:00,180.0,167.253,240.051,0.884,0
H02,River_Gate,2024-12-05 13:00:00,125.0,100.07,161.211,0.882,0
H03,Canyon_Run,2024-03-29 18:15:00,95.0,95.0,147.256,0.871,0
H01,Andean_Falls,2024-10-21 12:45:00,180.0,105.254,152.419,0.894,0
H03,Canyon_Run,2024-04-07 00:30:00,95.0,95.0,151.824,0.907,0
H01,Andean_Falls,2024-12-12 20:15:00,180.0,129.505,188.829,0.875,0
H02,River_Gate,2024-08-06 13:30:00,125.0,64.244,103.702,0.892,0
H03,Canyon_Run,2024-08-04 13:15:00,95.0,56.572,83.767,0.905,0
H02,River_Gate,2024-01-15 22:30:00,125.0,115.794,198.564,0.877,0
H01,Andean_Falls,2024-10-18 09:00:00,180.0,98.913,141.101,0.894,0
H02,River_Gate,2024-07-01 05:15:00,125.0,100.305,155.906,0.956,0
H03,Canyon_Run,2024-09-21 02:15:00,95.0,62.97,86.531,0.948,0
H03,Canyon_Run,2024-08-21 06:00:00,95.0,47.757,75.794,0.901,0
H01,Andean_Falls,2024-06-08 19:00:00,180.0,163.672,242.379,0.86,0
H03,Canyon_Run,2024-08-10 02:45:00,95.0,51.523,73.447,0.917,0
H01,Andean_Falls,2024-11-23 08:45:00,180.0,118.887,163.843,0.933,0
H03,Canyon_Run,2024-03-03 06:15:00,95.0,95.0,162.067,0.946,0
H02,River_Gate,2024-05-09 18:15:00,125.0,117.494,203.352,0.865,0
H03,Canyon_Run,2024-07-08 17:00:00,95.0,61.63,91.979,0.865,0
H03,Canyon_Run,2024-02-27 00:00:00,95.0,95.0,160.276,0.9,0
H03,Canyon_Run,2024-11-17 23:15:00,95.0,65.979,100.339,0.905,0
H03,Canyon_Run,2024-10-25 04:15:00,95.0,63.384,90.845,0.89,0
H03,Canyon_Run,2024-05-04 21:15:00,95.0,95.0,143.872,0.881,0
H01,Andean_Falls,2024-02-19 11:30:00,180.0,180.0,262.609,0.91,0
H02,River_Gate,2024-10-13 00:45:00,125.0,72.661,114.323,0.909,0
H02,River_Gate,2024-03-26 09:00:00,125.0,125.0,229.585,0.936,0
H03,Canyon_Run,2024-10-29 04:15:00,95.0,61.246,87.11,0.889,0
H03,Canyon_Run,2024-05-05 00:30:00,95.0,92.154,131.381,0.929,0
H01,Andean_Falls,2024-08-04 02:45:00,180.0,109.414,152.58,0.937,0
H03,Canyon_Run,2024-10-24 16:00:00,95.0,56.461,82.928,0.873,0
H03,Canyon_Run,2024-05-29 04:30:00,95.0,75.784,107.829,0.922,0
H01,Andean_Falls,2024-02-25 09:15:00,180.0,180.0,257.721,0.926,0
H01,Andean_Falls,2024-01-29 20:45:00,180.0,154.394,237.217,0.856,0
H01,Andean_Falls,2024-08-11 07:00:00,180.0,111.692,155.908,0.917,0
H03,Canyon_Run,2024-07-14 05:45:00,95.0,62.186,92.512,0.909,0
H02,River_Gate,2024-02-06 04:45:00,125.0,125.0,213.395,0.938,0
H03,Canyon_Run,2024-09-01 05:00:00,95.0,53.674,79.96,0.909,0
H03,Canyon_Run,2024-09-21 21:45:00,95.0,62.727,89.682,0.898,0
H01,Andean_Falls,2024-09-11 08:30:00,180.0,97.978,131.081,0.909,0
H02,River_Gate,2024-01-25 17:00:00,125.0,116.974,195.59,0.889,0
H01,Andean_Falls,2024-07-13 15:00:00,180.0,134.275,198.879,0.867,0
H01,Andean_Falls,2024-02-25 02:00:00,180.0,180.0,270.2,0.918,0
H02,River_Gate,2024-05-22 12:30:00,125.0,111.633,181.802,0.905,0
H01,Andean_Falls,2024-06-25 15:15:00,180.0,160.42,224.378,0.916,0
H03,Canyon_Run,2024-05-24 14:30:00,95.0,70.27,111.319,0.86,0
H01,Andean_Falls,2024-05-03 03:00:00,180.0,180.0,276.343,0.934,0
H01,Andean_Falls,2024-08-19 23:00:00,180.0,102.584,143.33,0.893,0
H02,River_Gate,2024-06-23 09:30:00,125.0,97.898,159.403,0.911,0
H02,River_Gate,2024-07-16 15:45:00,125.0,88.185,140.933,0.888,0
H02,River_Gate,2024-03-30 02:00:00,125.0,125.0,223.535,0.901,0
H03,Canyon_Run,2024-03-22 13:30:00,95.0,95.0,159.568,0.895,0
H03,Canyon_Run,2024-03-02 04:00:00,95.0,95.0,155.671,0.933,0
H02,River_Gate,2024-07-09 11:15:00,125.0,89.589,143.868,0.932,0
H03,Canyon_Run,2024-05-15 16:45:00,95.0,84.293,127.041,0.863,0
H01,Andean_Falls,2024-05-09 00:45:00,180.0,180.0,262.123,0.901,0
H03,Canyon_Run,2024-03-08 18:00:00,95.0,95.0,149.477,0.865,0
H01,Andean_Falls,2024-11-07 16:00:00,180.0,108.214,152.447,0.887,0
H02,River_Gate,2024-10-23 22:15:00,125.0,0.0,0.0,0.0,1
H03,Canyon_Run,2024-10-25 00:45:00,95.0,57.113,82.453,0.901,0
H03,Canyon_Run,2024-02-27 12:15:00,95.0,95.0,160.336,0.901,0
H02,River_Gate,2024-08-31 01:45:00,125.0,64.681,107.422,0.914,0
H02,River_Gate,2024-06-24 06:00:00,125.0,107.473,169.512,0.929,0
H01,Andean_Falls,2024-12-06 11:00:00,180.0,119.78,176.331,,0
H02,River_Gate,2024-07-16 14:15:00,125.0,91.137,150.451,0.873,0
H02,River_Gate,2024-06-14 03:00:00,125.0,105.81,165.087,0.933,0
H01,Andean_Falls,2024-12-25 22:00:00,180.0,143.765,208.655,0.873,0
H01,Andean_Falls,2024-01-14 01:45:00,180.0,154.218,215.215,0.916,0
H02,River_Gate,2024-05-02 03:45:00,125.0,125.0,200.934,0.925,0
H03,Canyon_Run,2024-04-28 22:45:00,95.0,87.443,130.237,0.869,0
H02,River_Gate,2024-03-02 10:00:00,125.0,125.0,226.48,0.93,0
H01,Andean_Falls,2024-06-06 13:45:00,180.0,166.538,244.615,0.894,0
H01,Andean_Falls,2024-06-04 00:30:00,180.0,171.802,249.737,0.898,0
H01,Andean_Falls,2024-09-27 18:45:00,180.0,91.692,135.42,0.857,0
H02,River_Gate,2024-12-03 10:45:00,125.0,89.378,146.775,0.924,0
H03,Canyon_Run,2024-03-16 10:45:00,95.0,0.0,0.0,0.0,1
H01,Andean_Falls,2024-12-14 18:45:00,180.0,130.082,186.019,0.885,0
H03,Canyon_Run,2024-09-04 06:45:00,95.0,39.312,62.831,0.894,0
H01,Andean_Falls,2024-03-09 07:45:00,180.0,180.0,282.816,0.901,0
H03,Canyon_Run,2024-10-19 05:00:00,95.0,0.0,0.0,0.0,1
H03,Canyon_Run,2024-10-06 17:00:00,95.0,53.011,80.701,0.848,0
H01,Andean_Falls,2024-07-20 04:45:00,180.0,135.581,-201.922,0.925,0
H02,River_Gate,2024-10-18 01:15:00,125.0,67.492,107.658,0.897,0
H02,River_Gate,2024-03-08 06:45:00,125.0,125.0,223.939,0.913,0
H03,Canyon_Run,2024-01-30 00:15:00,95.0,95.0,151.456,0.925,0
H03,Canyon_Run,2024-04-25 12:15:00,95.0,87.353,127.065,0.922,0
H01,Andean_Falls,2024-07-06 19:45:00,180.0,132.464,199.19,0.866,0
H01,Andean_Falls,2024-12-23 04:45:00,180.0,142.181,203.52,0.903,0
H02,River_Gate,2024-11-09 04:30:00,125.0,91.58,139.951,0.946,0
H03,Canyon_Run,2024-07-01 16:30:00,95.0,61.367,94.056,0.89,0
H03,Canyon_Run,2024-04-06 04:00:00,95.0,95.0,143.447,0.949,0
H03,Canyon_Run,2024-01-29 16:15:00,95.0,95.0,159.657,0.883,0
H01,Andean_Falls,2024-12-07 19:30:00,180.0,126.538,188.285,0.864,0
H01,Andean_Falls,2024-07-03 00:00:00,180.0,140.709,205.782,0.894,0
H01,Andean_Falls,2024-11-03 06:45:00,180.0,117.124,165.435,0.899,0
H03,Canyon_Run,2024-03-06 08:15:00,95.0,95.0,155.021,0.933,0
H02,River_Gate,2024-04-13 00:45:00,125.0,121.191,203.039,0.882,0
H02,River_Gate,2024-11-28 05:15:00,125.0,89.765,140.966,0.92,0
H03,Canyon_Run,2024-12-29 12:15:00,95.0,93.784,142.607,0.885,0
H01,Andean_Falls,2024-12-14 17:00:00,180.0,128.86,191.755,0.864,0
H02,River_Gate,2024-08-08 21:00:00,125.0,73.515,122.172,0.89,0
H03,Canyon_Run,2024-11-22 21:15:00,95.0,74.854,115.299,0.884,0
H01,Andean_Falls,2024-03-15 03:00:00,180.0,180.0,280.822,0.913,0
H03,Canyon_Run,2024-09-18 06:00:00,95.0,54.96,75.178,0.945,0
H03,Canyon_Run,2024-05-10 05:15:00,95.0,94.127,132.822,0.902,0
H01,Andean_Falls,2024-06-27 01:00:00,180.0,153.588,221.559,0.898,0
H03,Canyon_Run,2024-05-14 16:00:00,95.0,76.815,122.168,0.87,0
H01,Andean_Falls,2024-02-13 15:30:00,180.0,171.718,251.376,0.87,0
H03,Canyon_Run,2024-07-11 23:45:00,95.0,67.663,95.669,0.887,0
H01,Andean_Falls,2024-05-14 15:15:00,180.0,174.67,256.879,0.876,0
H02,River_Gate,2024-08-23 21:45:00,125.0,69.338,120.988,0.878,0
H03,Canyon_Run,2024-02-14 22:00:00,95.0,93.997,145.286,0.868,0
H01,Andean_Falls,2024-03-08 17:15:00,180.0,180.0,271.803,0.861,0
H03,Canyon_Run,2024-02-16 12:45:00,95.0,95.0,156.869,0.904,0
H01,Andean_Falls,2024-10-23 01:30:00,180.0,91.063,132.243,0.9,0
H01,Andean_Falls,2024-02-04 11:15:00,180.0,166.161,239.357,0.906,0
H02,River_Gate,2024-11-27 11:00:00,125.0,91.23,152.021,0.891,0
H03,Canyon_Run,2024-12-02 18:30:00,95.0,76.287,112.741,0.882,0
H03,Canyon_Run,2024-12-31 17:15:00,95.0,86.774,135.036,0.859,0
H01,Andean_Falls,2024-03-29 01:00:00,180.0,180.0,274.394,0.917,0
H01,Andean_Falls,2024-12-27 13:15:00,180.0,134.557,188.292,0.91,0
H03,Canyon_Run,2024-03-10 11:00:00,95.0,95.0,143.595,0.915,0
H01,Andean_Falls,2024-03-24 20:45:00,180.0,180.0,283.807,0.853,0
H03,Canyon_Run,2024-02-17 11:15:00,95.0,95.0,138.677,0.908,0
H02,River_Gate,2024-08-19 09:15:00,125.0,77.957,124.565,0.908,0
H01,Andean_Falls,2024-04-27 20:15:00,180.0,179.479,259.673,0.868,0
H02,River_Gate,2024-01-09 09:00:00,125.0,114.735,180.948,0.928,0
H02,River_Gate,2024-07-07 12:30:00,125.0,78.351,133.97,0.896,0
H02,River_Gate,2024-03-21 13:15:00,125.0,122.725,212.228,0.87,0
H02,River_Gate,2024-09-11 09:30:00,125.0,67.331,108.919,0.92,0
H01,Andean_Falls,2024-03-21 17:45:00,180.0,180.0,282.024,0.889,0
H02,River_Gate,2024-07-13 23:45:00,125.0,83.251,137.421,0.89,0
H01,Andean_Falls,2024-05-21 21:00:00,180.0,177.223,265.96,0.871,0
H03,Canyon_Run,2024-05-10 18:45:00,95.0,93.903,138.275,0.876,0
H01,Andean_Falls,2024-06-02 03:15:00,180.0,180.0,253.083,0.94,0
H02,River_Gate,2024-09-30 00:15:00,125.0,74.965,118.855,0.924,0
H02,River_Gate,2024-05-24 04:00:00,125.0,111.271,181.615,0.903,0
H02,River_Gate,2024-07-04 08:00:00,125.0,90.954,148.05,0.917,0
H01,Andean_Falls,2024-05-13 19:45:00,180.0,172.335,252.757,0.87,0
H02,River_Gate,2024-07-15 18:15:00,125.0,86.385,144.344,0.88,0
H02,River_Gate,2024-02-15 22:15:00,125.0,125.0,218.794,0.915,0
H03,Canyon_Run,2024-09-24 20:00:00,95.0,51.429,81.221,0.858,0
H03,Canyon_Run,2024-05-16 09:15:00,95.0,79.668,113.97,0.938,0
H03,Canyon_Run,2024-02-29 18:45:00,95.0,95.0,154.971,0.864,0
H02,River_Gate,2024-12-14 04:15:00,125.0,111.713,176.07,0.935,0
H01,Andean_Falls,2024-10-23 13:45:00,180.0,106.218,,0.886,0
H02,River_Gate,2024-05-14 13:30:00,125.0,116.834,193.872,0.905,0
H03,Canyon_Run,2024-07-26 15:30:00,95.0,59.837,89.624,0.882,0
H01,Andean_Falls,2024-11-04 00:45:00,180.0,108.868,152.527,0.901,0
H02,River_Gate,2024-12-20 07:00:00,125.0,98.043,155.46,0.927,0
H01,Andean_Falls,2024-03-06 14:45:00,180.0,180.0,275.226,0.844,0
H03,Canyon_Run,2024-05-19 01:15:00,95.0,89.329,122.481,0.951,0
H02,River_Gate,2024-09-16 20:30:00,125.0,62.684,110.041,0.87,0
H03,Canyon_Run,2024-09-22 01:45:00,95.0,51.695,78.527,0.922,0
H02,River_Gate,2024-01-01 00:00:00,125.0,112.72,179.372,0.916,0
H02,River_Gate,2024-09-19 03:00:00,125.0,73.287,113.118,0.93,0
H01,Andean_Falls,2024-11-23 09:15:00,180.0,125.881,176.633,0.92,0
H03,Canyon_Run,2024-05-09 06:00:00,95.0,84.336,124.391,0.927,0
H02,River_Gate,2024-10-27 03:45:00,125.0,71.267,118.543,0.901,0
H01,Andean_Falls,2024-05-31 15:00:00,180.0,148.329,229.425,0.852,0
H03,Canyon_Run,2024-06-15 11:30:00,95.0,71.879,99.502,0.908,0
H02,River_Gate,2024-06-12 19:30:00,125.0,93.605,155.804,0.871,0
H02,River_Gate,2024-07-11 22:15:00,125.0,77.393,126.254,0.904,0
H03,Canyon_Run,2024-11-15 15:30:00,95.0,66.099,93.954,0.907,0
H03,Canyon_Run,2024-02-01 21:45:00,95.0,95.0,151.185,0.878,0
H03,Canyon_Run,2024-11-03 15:30:00,95.0,62.862,94.916,0.866,0
H01,Andean_Falls,2024-04-24 12:15:00,180.0,180.0,272.768,0.865,0
H01,Andean_Falls,2024-05-04 20:30:00,180.0,180.0,279.237,0.885,0
H01,Andean_Falls,2024-05-10 05:45:00,180.0,180.0,266.697,0.928,0
H02,River_Gate,2024-09-21 04:30:00,125.0,63.556,102.977,0.927,0
H02,River_Gate,2024-07-23 12:15:00,125.0,79.138,131.555,0.91,0
H03,Canyon_Run,2024-05-04 03:45:00,95.0,90.404,127.652,0.925,0
H02,River_Gate,2024-09-30 12:45:00,125.0,68.589,113.075,0.899,0
H01,Andean_Falls,2024-08-02 17:00:00,180.0,113.346,164.665,0.868,0
H01,Andean_Falls,2024-05-31 12:15:00,180.0,171.704,238.361,0.918,0
H01,Andean_Falls,2024-12-03 11:00:00,180.0,128.447,180.935,0.903,0
H03,Canyon_Run,2024-01-15 17:00:00,95.0,95.0,142.441,0.9,0
H02,River_Gate,2024-11-28 18:00:00,125.0,97.103,164.055,0.87,0
H03,Canyon_Run,2024-12-09 11:00:00,95.0,80.998,116.131,0.888,0
H01,Andean_Falls,2024-10-07 03:30:00,180.0,107.868,145.106,0.94,0
H03,Canyon_Run,2024-04-05 23:45:00,95.0,95.0,140.004,0.91,0
H03,Canyon_Run,2024-12-01 18:45:00,95.0,79.417,120.459,0.878,0
H03,Canyon_Run,2024-01-31 20:30:00,95.0,95.0,147.919,0.886,0
H02,River_Gate,2024-02-15 01:45:00,125.0,125.0,237.162,0.882,0
H03,Canyon_Run,2024-12-19 14:15:00,95.0,87.562,133.387,0.885,0
H03,Canyon_Run,2024-04-14 01:15:00,95.0,95.0,155.568,0.906,0
H01,Andean_Falls,2024-12-11 07:00:00,180.0,124.77,179.487,0.912,0
H03,Canyon_Run,2024-10-04 08:30:00,95.0,61.07,84.326,0.945,0
H02,River_Gate,2024-06-07 22:30:00,125.0,108.858,173.812,0.903,0
H03,Canyon_Run,2024-01-09 08:00:00,95.0,95.0,139.082,1.396298935390777,0
H01,Andean_Falls,2024-08-17 05:00:00,180.0,119.101,167.113,0.922,0
H03,Canyon_Run,2024-08-04 10:15:00,95.0,50.632,76.531,0.888,0
H03,Canyon_Run,2024-01-05 13:15:00,95.0,95.0,146.057,0.886,0
H03,Canyon_Run,2024-04-01 06:45:00,95.0,95.0,147.151,0.925,0
H03,Canyon_Run,2024-06-24 16:30:00,95.0,66.673,95.667,0.897,0
H02,River_Gate,2024-02-20 20:15:00,125.0,125.0,216.998,0.869,0
H02,River_Gate,2024-07-05 04:45:00,125.0,99.55,151.217,0.951,0
H01,Andean_Falls,2024-06-10 03:15:00,180.0,156.318,224.739,0.894,0
H02,River_Gate,2024-06-29 02:00:00,125.0,97.277,153.498,0.909,0
H02,River_Gate,2024-03-02 23:00:00,125.0,125.0,222.665,0.891,0
H01,Andean_Falls,2024-02-14 05:00:00,180.0,180.0,273.699,0.922,0
H02,River_Gate,2024-12-03 10:15:00,125.0,88.137,139.789,0.917,0
H02,River_Gate,2024-05-24 11:15:00,125.0,120.918,198.39,0.907,0
H03,Canyon_Run,2024-07-01 02:00:00,95.0,58.332,87.92,0.92,0
H01,Andean_Falls,2024-12-28 07:15:00,180.0,152.833,209.77,0.938,0
H03,Canyon_Run,2024-11-08 22:15:00,95.0,65.851,103.84,0.863,0
H01,Andean_Falls,2024-02-10 12:45:00,180.0,180.0,263.947,0.899,0
H01,Andean_Falls,2024-03-15 14:30:00,180.0,180.0,284.364,0.864,0
H01,Andean_Falls,2024-02-12 13:45:00,180.0,180.0,261.487,0.877,0
H03,Canyon_Run,2024-11-21 16:30:00,95.0,70.161,109.217,0.884,0
H01,Andean_Falls,2024-10-03 16:15:00,180.0,97.848,139.295,0.878,0
H03,Canyon_Run,2024-10-12 17:15:00,95.0,48.917,74.673,0.888,0
H03,Canyon_Run,2024-04-21 16:45:00,95.0,88.69,137.644,0.864,0
H02,River_Gate,2024-03-05 13:15:00,125.0,125.0,230.096,0.898,0
H02,River_Gate,2024-06-18 19:45:00,125.0,98.254,166.878,0.856,0
H01,Andean_Falls,2024-01-24 22:30:00,180.0,157.309,230.822,0.873,0
H01,Andean_Falls,2024-05-28 04:00:00,180.0,174.12,244.144,0.912,0
H03,Canyon_Run,2024-05-13 15:30:00,95.0,84.605,129.538,0.904,0
H01,Andean_Falls,2024-02-19 15:00:00,180.0,171.789,256.115,0.877,0
H03,Canyon_Run,2024-10-07 18:00:00,95.0,49.817,77.05,0.871,0
H03,Canyon_Run,2024-05-06 19:00:00,95.0,88.347,133.647,0.874,0
H02,River_Gate,2024-11-21 23:15:00,125.0,82.505,141.306,0.883,0
H03,Canyon_Run,2024-01-13 05:30:00,95.0,95.0,139.722,0.909,0
H01,Andean_Falls,2024-09-02 21:15:00,180.0,102.249,147.597,0.874,0
H02,River_Gate,2024-09-24 21:00:00,125.0,61.686,103.7,0.888,0
H03,Canyon_Run,2024-01-05 13:45:00,95.0,85.442,132.137,0.867,0
H03,Canyon_Run,2024-02-11 22:00:00,95.0,92.852,140.885,0.898,0
H02,River_Gate,2024-11-30 10:30:00,125.0,85.041,147.093,0.899,0
H03,Canyon_Run,2024-11-04 10:45:00,95.0,62.898,94.074,0.928,0
H03,Canyon_Run,2024-02-14 20:00:00,95.0,93.721,150.638,0.858,0
H03,Canyon_Run,2024-07-03 05:00:00,95.0,60.491,91.867,0.937,0
H03,Canyon_Run,2024-07-21 13:30:00,95.0,59.704,91.839,0.88,0
H02,River_Gate,2024-03-03 21:00:00,125.0,125.0,223.976,0.883,0
H02,River_Gate,2024-11-29 03:30:00,125.0,91.694,144.228,0.936,0
H03,Canyon_Run,2024-09-22 08:30:00,95.0,56.802,80.543,0.93,0
H01,Andean_Falls,2024-12-14 07:30:00,180.0,130.491,184.27,0.905,0
H03,Canyon_Run,2024-11-17 12:30:00,95.0,64.506,99.206,0.89,0
H02,River_Gate,2024-06-11 14:15:00,125.0,92.066,155.986,0.892,0
H03,Canyon_Run,2024-12-25 08:15:00,95.0,84.117,117.701,0.921,0
H01,Andean_Falls,2024-04-10 15:00:00,180.0,180.0,287.252,0.889,0
H02,River_Gate,2024-08-04 05:15:00,125.0,81.651,125.765,0.929,0
H01,Andean_Falls,2024-10-04 22:45:00,180.0,91.347,129.928,0.881,0
H03,Canyon_Run,2024-11-22 17:15:00,95.0,76.068,112.172,0.874,0
H02,River_Gate,2024-04-04 15:30:00,125.0,125.0,222.047,0.871,0
H03,Canyon_Run,2024-01-04 12:45:00,95.0,95.0,146.075,0.887,0
H01,Andean_Falls,2024-05-20 02:45:00,180.0,180.0,256.157,0.943,0
H01,Andean_Falls,2024-02-22 12:00:00,180.0,180.0,273.458,0.909,0
H02,River_Gate,2024-11-26 01:45:00,125.0,97.392,145.464,0.915,0
