river_basin,plant_id,datetime,reservoir_level_m,inflow_m3s,rainfall_mm,temperature_c
Basin_B,H02,2024-11-06 11:30:00,980.484,135.192,0.169,12.511
Basin_B,H02,2024-02-06 12:45:00,981.369,222.326,0.405,18.189
Basin_B,H02,2024-02-20 08:45:00,980.956,227.26,0.592,18.972
Basin_A,H01,2024-05-17 09:30:00,1251.093,268.55,0.545,20.655
Basin_A,H01,2024-05-11 16:00:00,1251.933,270.426,0.352,21.338
Basin_C,H03,2024-03-16 17:00:00,3101.171,154.924,0.355,19.036
Basin_A,H01,2024-06-05 11:30:00,1250.209,261.108,0.675,20.064
Basin_B,H02,2024-01-05 09:30:00,979.739,178.824,0.391,15.998
Basin_A,H01,2024-04-10 15:45:00,1252.691,297.34,0.418,22.253
Basin_C,H03,2024-08-28 21:15:00,3094.77,89.727,0.019,10.933
Basin_A,H01,2024-05-05 22:45:00,1251.481,276.021,0.451,21.699
Basin_A,H01,2024-04-17 13:00:00,1252.52,295.025,0.397,21.247
Basin_A,H01,2024-04-11 23:30:00,1252.726,300.689,0.47,22.908
Basin_A,H01,2024-06-24 21:00:00,1249.371,230.268,0.359,18.121
Basin_B,H02,2024-02-22 22:45:00,981.116,226.718,0.43,19.672
Basin_A,H01,2024-01-26 02:15:00,1250.05,246.349,0.329,20.202
Basin_B,H02,2024-02-01 23:00:00,981.449,220.852,0.854,18.325
Basin_B,H02,2024-08-07 06:45:00,981.5,129.682,0.103,13.389
Basin_C,H03,2024-05-27 09:15:00,3097.347,122.932,0.009,16.248
Basin_C,H03,2024-08-19 05:00:00,3095.107,73.191,0.164,10.728
Basin_A,H01,2024-07-06 00:30:00,1248.848,211.239,0.102,18.365
Basin_B,H02,2024-04-16 08:30:00,981.912,228.003,0.368,20.044
Basin_A,H01,2024-02-24 07:45:00,1251.177,285.398,0.401,20.197
Basin_B,H02,2024-01-19 17:00:00,981.017,208.989,0.338,17.632
Basin_A,H01,2024-06-10 11:30:00,1250.5,257.139,0.355,20.069
Basin_C,H03,2024-01-31 15:15:00,3100.861,158.56,0.657,15.995
Basin_C,H03,2024-10-27 04:15:00,3095.93,94.798,0.115,10.452
Basin_B,H02,2024-06-16 08:30:00,979.671,173.014,0.121,17.161
Basin_B,H02,2024-10-05 09:30:00,978.604,119.153,0.0,12.596
Basin_B,H02,2024-10-13 10:15:00,979.229,124.64,0.0,11.946
Basin_A,H01,2024-04-23 07:00:00,1252.722,295.33,0.513,22.034
Basin_A,H01,2024-10-24 07:30:00,1249.271,146.637,0.532,14.411
Basin_A,H01,2024-01-19 18:15:00,1250.287,244.309,0.384,19.409
Basin_B,H02,2024-10-28 16:15:00,979.925,125.925,0.26,12.765
Basin_C,H03,2024-12-11 02:15:00,3095.146,137.232,0.866,12.983
Basin_B,H02,2024-02-20 02:00:00,980.925,224.261,0.569,19.096
Basin_B,H02,2024-08-20 10:45:00,981.428,118.413,0.113,13.55
Basin_A,H01,2024-11-22 07:30:00,1249.194,163.617,0.092,15.476
Basin_A,H01,2024-12-23 07:00:00,1250.112,209.615,0.43,17.075
Basin_A,H01,2024-09-07 18:45:00,1249.218,151.686,0.0,14.436
Basin_A,H01,2024-02-11 04:45:00,1250.175,267.163,0.962,20.768
Basin_B,H02,2024-01-08 16:45:00,980.255,200.573,0.379,16.095
Basin_A,H01,2024-08-23 10:30:00,1250.073,147.45,0.0,15.64
Basin_B,H02,2024-12-23 21:00:00,980.444,171.572,0.63,16.189
Basin_B,H02,2024-01-20 21:45:00,980.794,203.793,0.527,16.293
Basin_A,H01,2024-08-07 18:00:00,1249.795,170.487,0.0,15.28
Basin_B,H02,2024-01-29 10:30:00,981.345,224.468,0.37,18.561
Basin_A,H01,2024-03-30 10:30:00,1253.078,308.159,0.742,22.33
Basin_A,H01,2024-01-10 22:15:00,1250.366,241.816,0.216,17.669
Basin_A,H01,2024-11-09 23:30:00,1250.05,158.782,0.0,14.695
Basin_A,H01,2024-05-07 14:30:00,1251.895,287.928,0.448,21.754
Basin_B,H02,2024-05-07 16:30:00,980.745,209.172,0.274,19.148
Basin_B,H02,2024-09-08 23:00:00,981.215,111.647,0.0,12.0
Basin_A,H01,2024-12-02 01:45:00,1248.761,186.209,0.0,16.92
Basin_A,H01,2024-04-12 09:30:00,1252.526,289.391,0.4,21.975
Basin_B,H02,2024-02-03 03:15:00,981.498,225.859,0.447,17.707
Basin_B,H02,2024-11-19 04:15:00,980.327,139.938,0.163,13.761
Basin_A,H01,2024-07-26 11:45:00,1250.175,177.768,0.071,16.172
Basin_A,H01,2024-10-05 20:15:00,1249.654,149.419,0.641,13.778
Basin_C,H03,2024-10-03 20:45:00,3096.006,94.365,0.0,10.543
Basin_A,H01,2024-08-27 08:00:00,1250.072,151.627,0.0,15.184
Basin_A,H01,2024-07-11 12:45:00,1249.069,214.904,0.346,17.578
Basin_B,H02,2024-01-13 13:15:00,980.142,206.436,0.324,15.911
Basin_A,H01,2024-03-13 23:45:00,1252.817,301.27,0.446,21.919
Basin_A,H01,2024-09-02 20:45:00,1249.674,153.285,0.113,14.792
Basin_C,H03,2024-07-01 11:00:00,3097.708,101.092,0.392,13.933
Basin_A,H01,2024-07-14 19:15:00,1248.9,200.845,0.423,17.749
Basin_B,H02,2024-09-01 14:15:00,981.042,113.918,0.0,12.742
Basin_B,H02,2024-07-24 13:30:00,981.63,143.602,0.0,14.336
Basin_B,H02,2024-06-07 03:00:00,979.865,183.135,0.393,18.186
Basin_A,H01,2024-08-22 10:30:00,1250.257,158.138,0.0,14.738
Basin_C,H03,2024-03-25 14:45:00,3101.555,164.55,0.351,18.674
Basin_B,H02,2024-04-04 13:30:00,982.528,243.622,0.751,19.884
Basin_C,H03,2024-12-01 13:15:00,3095.763,109.751,0.529,11.057
Basin_A,H01,2024-04-14 15:15:00,1252.565,295.663,0.688,21.451
Basin_C,H03,2024-04-08 02:45:00,3101.188,150.789,0.239,17.649
Basin_A,H01,2024-02-01 11:30:00,1250.014,257.736,0.372,20.591
Basin_A,H01,2024-08-22 17:00:00,1250.04,153.417,0.137,15.035
Basin_A,H01,2024-01-30 01:00:00,1250.538,255.189,0.291,20.048
Basin_A,H01,2024-02-23 08:00:00,1251.123,273.304,0.852,22.573
Basin_C,H03,2024-11-07 00:30:00,3094.712,103.29,0.25,10.475
Basin_B,H02,2024-04-28 06:00:00,981.17,214.387,0.396,19.026
Basin_B,H02,2024-04-20 15:00:00,981.829,230.233,0.491,20.577
Basin_A,H01,2024-04-28 22:15:00,1252.402,285.51,0.451,21.066
Basin_A,H01,2024-01-11 10:45:00,1250.408,230.573,0.346,18.011
Basin_B,H02,2024-08-09 20:30:00,981.643,135.517,0.039,13.446
Basin_A,H01,2024-06-06 20:00:00,1249.983,244.305,0.363,19.492
Basin_B,H02,2024-09-03 15:45:00,981.159,112.315,0.0,12.305
Basin_C,H03,2024-12-05 23:30:00,3095.427,119.51,0.397,12.118
Basin_B,H02,2024-09-07 07:30:00,980.837,120.379,0.0,11.163
Basin_C,H03,2024-06-19 08:15:00,3097.319,102.533,0.0,14.245
Basin_B,H02,2024-07-29 22:30:00,981.382,142.027,0.0,13.054
Basin_B,H02,2024-07-20 03:00:00,981.39,143.128,0.557,15.485
Basin_A,H01,2024-09-10 21:45:00,1249.366,150.93,0.087,14.068
Basin_A,H01,2024-01-17 14:00:00,1249.942,244.774,0.393,17.921
Basin_A,H01,2024-09-10 23:30:00,1249.191,143.662,0.11,14.098
Basin_C,H03,2024-12-05 06:15:00,3095.542,115.627,0.611,12.369
Basin_B,H02,2024-11-07 19:45:00,980.797,139.034,0.352,13.076
Basin_C,H03,2024-06-17 13:45:00,3097.473,111.496,0.0,16.21
Basin_C,H03,2024-02-02 04:00:00,3100.788,164.188,0.674,15.747
Basin_B,H02,2024-11-04 06:00:00,980.353,137.997,0.526,12.462
Basin_B,H02,2024-10-04 13:30:00,978.689,122.354,0.108,11.583
Basin_A,H01,2024-06-13 22:45:00,1249.59,251.642,0.351,18.468
Basin_C,H03,2024-12-28 18:15:00,3095.45,137.483,0.36,13.543
Basin_A,H01,2024-12-14 05:15:00,1249.244,200.316,0.201,17.0
Basin_C,H03,2024-12-06 13:30:00,3095.603,128.056,0.366,12.366
Basin_C,H03,2024-12-07 20:00:00,3095.526,130.186,0.353,13.823
Basin_A,H01,2024-02-24 21:30:00,1251.593,290.116,0.705,20.559
Basin_C,H03,2024-05-10 08:30:00,3099.287,125.263,0.099,16.911
Basin_B,H02,2024-03-16 21:15:00,982.099,236.007,0.554,19.922
Basin_A,H01,2024-05-24 14:15:00,1250.98,261.46,0.311,21.172
Basin_A,H01,2024-08-20 07:30:00,1249.856,167.212,-0.907,15.49
Basin_A,H01,2024-06-24 05:30:00,1249.046,217.172,0.431,19.77
Basin_A,H01,2024-07-10 12:45:00,1248.935,207.371,0.209,18.402
Basin_B,H02,2024-10-02 22:30:00,979.118,126.0,0.881,12.436
Basin_B,H02,2024-11-16 01:00:00,980.494,146.027,0.288,13.159
Basin_C,H03,2024-12-10 15:45:00,3095.183,118.387,0.554,12.837
Basin_C,H03,2024-04-28 05:00:00,3100.18,148.285,0.321,17.292
Basin_B,H02,2024-01-18 17:30:00,981.065,213.756,0.399,17.163
Basin_C,H03,2024-04-08 04:00:00,3101.085,145.529,0.481,17.676
Basin_A,H01,2024-05-13 10:00:00,1252.137,275.068,0.4,21.719
Basin_A,H01,2024-02-10 14:15:00,1250.388,274.095,1.123,21.215
Basin_A,H01,2024-10-20 09:45:00,1249.39,132.911,0.0,14.351
Basin_C,H03,2024-05-29 05:45:00,3097.078,119.074,0.645,16.876
Basin_B,H02,2024-05-06 03:45:00,980.923,215.489,0.384,18.754
Basin_A,H01,2024-01-23 03:15:00,1250.378,252.902,0.271,19.407
Basin_A,H01,2024-08-20 08:30:00,1249.7,157.716,0.011,14.802
Basin_B,H02,2024-10-25 03:45:00,979.163,127.706,0.0,11.939
Basin_B,H02,2024-03-20 21:30:00,982.406,236.678,0.614,19.325
Basin_A,H01,2024-07-19 00:00:00,1249.401,193.758,0.066,17.84
Basin_C,H03,2024-06-29 19:45:00,3097.599,101.677,0.0,15.05
Basin_C,H03,2024-02-03 08:45:00,3100.655,150.595,0.459,16.376
Basin_A,H01,2024-04-30 02:30:00,1252.171,280.026,0.82,22.308
Basin_A,H01,2024-08-31 01:30:00,1250.091,153.243,0.013,15.496
Basin_A,H01,2024-01-11 15:30:00,1250.508,234.308,0.55,18.732
Basin_B,H02,2024-03-18 08:15:00,982.629,244.546,1.192,19.745
Basin_C,H03,2024-01-23 00:30:00,3100.778,147.332,0.405,15.911
Basin_A,H01,2024-12-18 20:15:00,1249.179,203.188,0.241,16.754
Basin_B,H02,2024-10-16 03:00:00,979.662,131.24,0.0,12.189
Basin_C,H03,2024-05-23 15:45:00,3097.532,120.427,0.113,16.353
Basin_A,H01,2024-03-19 01:00:00,1252.367,291.618,0.493,21.937
Basin_A,H01,2024-01-03 14:30:00,1249.83,216.399,0.184,18.042
Basin_C,H03,2024-06-26 21:00:00,3097.554,106.774,0.127,15.222
Basin_C,H03,2024-12-12 23:00:00,3094.691,128.422,0.554,12.546
Basin_B,H02,2024-09-09 20:15:00,981.367,116.448,0.0,12.929
Basin_A,H01,2024-01-29 08:15:00,1250.578,253.736,0.367,20.247
Basin_A,H01,2024-02-22 20:15:00,1251.091,271.453,0.756,21.104
Basin_B,H02,2024-04-13 12:45:00,982.515,231.198,0.413,19.672
Basin_C,H03,2024-03-27 09:45:00,3101.61,154.512,0.536,18.432
Basin_A,H01,2024-02-17 11:45:00,1250.849,280.442,0.724,21.412
Basin_B,H02,2024-08-05 21:30:00,981.205,119.142,0.0,13.697
Basin_C,H03,2024-01-16 03:00:00,3100.758,140.904,0.517,15.178
Basin_B,H02,2024-11-08 02:00:00,980.652,136.964,0.194,13.04
Basin_A,H01,2024-03-28 14:15:00,1253.085,296.616,0.585,21.949
Basin_C,H03,2024-10-29 15:45:00,3095.679,98.319,0.192,12.195
Basin_A,H01,2024-03-19 06:45:00,1252.378,298.045,1.37,21.975
Basin_A,H01,2024-05-10 19:15:00,1251.95,279.919,0.389,21.657
Basin_C,H03,2024-04-03 01:00:00,3101.772,161.839,0.278,17.701
Basin_C,H03,2024-03-12 20:45:00,3101.606,170.824,0.378,18.345
Basin_B,H02,2024-07-30 20:45:00,981.152,129.571,0.0,14.769
Basin_B,H02,2024-12-13 20:30:00,981.197,173.344,0.656,15.154
Basin_C,H03,2024-11-29 17:00:00,3095.777,118.276,0.321,12.515
Basin_A,H01,2024-08-10 20:15:00,1249.817,167.588,0.185,16.215
Basin_B,H02,2024-12-02 15:00:00,980.754,154.184,0.309,13.915
Basin_C,H03,2024-11-02 19:15:00,3096.166,103.183,0.215,9.437
Basin_A,H01,2024-02-19 18:45:00,1250.421,259.211,0.7,20.645
Basin_A,H01,2024-04-23 00:30:00,1252.551,286.14,0.553,21.133
Basin_A,H01,2024-07-04 13:30:00,1248.987,218.991,1.173,18.727
Basin_A,H01,2024-02-16 00:45:00,1250.801,262.293,0.537,20.523
Basin_A,H01,2024-09-22 06:45:00,1249.674,147.031,0.0,14.162
Basin_B,H02,2024-07-15 07:00:00,982.124,140.07,0.063,16.315
Basin_A,H01,2024-09-25 03:45:00,1249.947,145.925,0.0,14.079
Basin_C,H03,2024-03-31 06:15:00,3101.772,154.957,0.27,18.588
Basin_B,H02,2024-12-05 20:15:00,980.635,154.696,0.445,13.814
Basin_A,H01,2024-08-18 12:30:00,1249.657,167.296,0.313,14.897
Basin_A,H01,2024-05-08 09:15:00,1252.049,283.234,0.362,21.99
Basin_B,H02,2024-11-03 08:45:00,979.962,135.372,0.094,12.388
Basin_A,H01,2024-02-07 04:30:00,1249.855,264.959,0.292,20.423
Basin_C,H03,2024-10-10 06:45:00,3095.206,77.261,0.866,9.691
Basin_A,H01,2024-12-10 01:30:00,1248.979,197.81,1.001,17.074
Basin_C,H03,2024-10-07 01:30:00,3095.945,88.223,0.145,9.569
Basin_B,H02,2024-07-20 02:00:00,981.418,145.032,0.245,15.543
Basin_C,H03,2024-07-03 00:00:00,3097.813,107.873,0.072,12.896
Basin_B,H02,2024-04-22 05:30:00,981.844,231.628,0.675,19.336
Basin_B,H02,2024-01-09 09:15:00,979.768,190.815,0.694,15.917
Basin_C,H03,2024-04-23 10:30:00,3101.093,143.122,0.257,17.988
Basin_B,H02,2024-02-11 10:00:00,980.786,217.59,0.516,19.006
Basin_C,H03,2024-05-21 03:30:00,3098.334,124.247,1.698,17.505
Basin_A,H01,2024-07-19 22:15:00,1249.666,200.131,0.316,15.894
Basin_B,H02,2024-07-22 15:15:00,981.684,154.771,0.0,13.946
Basin_B,H02,2024-11-10 04:15:00,981.129,141.267,0.317,13.915
Basin_C,H03,2024-07-31 07:00:00,3095.62,79.094,0.0,10.659
Basin_B,H02,2024-01-06 09:00:00,979.946,197.596,0.314,16.234
Basin_B,H02,2024-11-16 11:45:00,980.509,141.634,0.157,12.68
Basin_A,H01,2024-05-23 03:15:00,1250.933,261.84,0.312,20.778
Basin_C,H03,2024-10-12 02:30:00,3095.532,85.575,0.373,10.536
Basin_B,H02,2024-04-17 21:00:00,981.775,226.615,0.62,18.902
Basin_C,H03,2024-11-28 04:30:00,3095.918,129.064,0.49,10.751
Basin_A,H01,2024-05-31 00:45:00,1250.703,263.128,0.306,19.299
Basin_B,H02,2024-05-08 05:00:00,980.639,206.019,0.236,18.73
Basin_A,H01,2024-12-29 18:45:00,1249.695,215.497,0.237,17.933
Basin_A,H01,2024-05-22 03:15:00,1250.533,265.973,0.691,21.872
Basin_A,H01,2024-10-22 18:00:00,1249.249,141.827,0.261,14.928
Basin_A,H01,2024-10-12 18:30:00,1249.925,148.083,0.0,14.5
Basin_C,H03,2024-01-28 12:00:00,3100.875,163.554,0.41,16.12
Basin_A,H01,2024-06-04 06:00:00,1250.071,245.638,0.531,19.518
Basin_A,H01,2024-03-15 05:30:00,1252.638,294.07,0.458,22.337
Basin_A,H01,2024-04-13 09:15:00,1252.549,292.109,0.482,22.041
Basin_A,H01,2024-01-21 14:30:00,1250.434,242.525,0.604,18.468
Basin_C,H03,2024-06-30 03:00:00,3097.541,97.335,0.0,14.469
Basin_C,H03,2024-12-06 02:45:00,3095.585,126.861,1.021,12.297
Basin_B,H02,2024-05-17 02:15:00,980.492,206.421,0.259,17.812
Basin_C,H03,2024-02-14 10:30:00,3100.713,154.939,0.544,15.786
Basin_A,H01,2024-09-20 05:15:00,1249.715,140.558,0.024,13.89
Basin_A,H01,2024-05-17 11:30:00,1251.178,278.458,0.407,20.866
Basin_B,H02,2024-09-22 00:45:00,979.784,118.948,0.085,12.805
Basin_C,H03,2024-08-20 15:45:00,3094.967,79.096,0.0,10.654
Basin_C,H03,2024-02-09 01:30:00,3100.56,160.146,0.909,16.541
Basin_C,H03,2024-03-08 19:00:00,3100.903,157.287,0.462,17.766
Basin_C,H03,2024-02-11 22:45:00,3100.803,158.933,0.451,16.612
Basin_B,H02,2024-08-22 20:15:00,980.7,116.091,0.32,13.164
Basin_C,H03,2024-08-03 16:00:00,3095.359,75.197,0.459,11.975
Basin_C,H03,2024-09-19 16:30:00,3095.744,78.395,0.009,10.308
Basin_A,H01,2024-07-11 01:30:00,1249.007,208.285,0.277,17.295
Basin_A,H01,2024-11-08 12:45:00,1249.762,160.113,0.095,15.38
Basin_B,H02,2024-10-17 09:45:00,979.149,117.712,0.0,11.914
Basin_A,H01,2024-02-01 17:45:00,1249.901,258.187,0.966,19.415
Basin_B,H02,2024-09-15 13:00:00,980.011,119.386,0.317,11.943
Basin_C,H03,2024-08-26 17:45:00,3094.721,76.322,0.236,11.654
Basin_C,H03,2024-08-09 07:15:00,3095.319,85.602,0.0,12.799
Basin_C,H03,2024-03-27 13:30:00,3101.579,148.548,0.531,18.478
Basin_C,H03,2024-05-16 15:30:00,3098.511,128.44,0.396,16.66
Basin_A,H01,2024-10-26 04:00:00,1249.958,161.121,0.555,14.246
Basin_C,H03,2024-06-04 04:45:00,3097.281,125.124,0.0,15.704
Basin_B,H02,2024-11-29 19:45:00,981.036,162.589,0.18,14.714
Basin_B,H02,2024-09-27 05:00:00,978.4,120.285,0.834,12.366
Basin_C,H03,2024-07-05 07:30:00,3097.451,104.001,0.222,14.082
Basin_A,H01,2024-11-08 23:45:00,1249.671,152.165,0.231,15.094
Basin_C,H03,2024-12-05 17:45:00,3095.301,116.352,0.471,11.921
Basin_A,H01,2024-03-23 11:00:00,1252.536,294.534,0.527,21.961
Basin_C,H03,2024-03-29 20:15:00,3101.649,161.604,0.283,17.742
Basin_C,H03,2024-12-26 21:00:00,3095.396,136.937,0.472,13.58
Basin_B,H02,2024-06-19 22:30:00,980.077,175.174,0.843,16.714
Basin_C,H03,2024-04-28 01:15:00,3099.731,132.399,0.358,17.316
Basin_C,H03,2024-11-26 10:00:00,3095.354,122.06,0.575,11.63
Basin_B,H02,2024-10-15 04:15:00,979.225,121.756,0.0,10.625
Basin_A,H01,2024-11-05 11:30:00,1249.96,151.299,0.0,15.035
Basin_B,H02,2024-08-23 14:30:00,980.898,116.313,0.194,12.684
Basin_A,H01,2024-06-07 21:00:00,1250.487,253.722,0.509,20.094
Basin_B,H02,2024-06-01 09:15:00,978.887,179.723,0.363,17.858
Basin_A,H01,2024-06-11 15:15:00,1249.844,248.488,0.318,18.711
Basin_C,H03,2024-04-05 03:30:00,3101.212,155.276,1.057,17.453
Basin_A,H01,2024-11-11 08:00:00,1250.117,160.664,0.0,14.946
Basin_B,H02,2024-08-18 10:30:00,981.725,126.475,0.0,13.322
Basin_B,H02,2024-10-10 15:30:00,978.791,117.649,0.0,10.854
Basin_C,H03,2024-04-29 04:30:00,3100.04,147.011,0.501,17.016
Basin_C,H03,2024-01-26 18:15:00,3100.376,149.517,0.427,15.122
Basin_A,H01,2024-04-01 10:15:00,1253.218,303.85,0.572,21.589
Basin_B,H02,2024-10-02 21:15:00,979.129,126.07,0.0,12.063
Basin_A,H01,2024-08-06 07:30:00,1249.785,171.188,0.0,15.477
Basin_B,H02,2024-03-26 20:30:00,982.323,237.291,0.804,20.355
Basin_B,H02,2024-03-13 13:00:00,981.919,240.045,0.473,19.841
Basin_B,H02,2024-07-20 01:45:00,981.335,140.157,0.0,13.665
Basin_A,H01,2024-10-18 21:15:00,1250.261,155.563,0.723,14.891
Basin_A,H01,2024-12-23 14:30:00,1250.018,212.77,0.611,16.977
Basin_B,H02,2024-08-08 09:30:00,981.539,126.083,0.0,13.685
Basin_C,H03,2024-06-20 14:15:00,3097.427,112.915,0.43,14.564
Basin_A,H01,2024-05-18 09:45:00,1251.117,274.327,1.093,21.339
Basin_B,H02,2024-04-29 17:45:00,981.271,221.511,0.334,19.397
Basin_B,H02,2024-06-04 02:45:00,979.298,183.167,0.755,17.343
Basin_C,H03,2024-12-13 05:00:00,3095.072,140.503,0.496,11.541
Basin_B,H02,2024-08-07 14:15:00,981.541,132.171,0.0,13.058
Basin_B,H02,2024-07-24 23:30:00,981.303,128.466,0.391,13.878
Basin_C,H03,2024-01-17 21:00:00,3101.154,160.888,0.822,14.885
Basin_A,H01,2024-05-29 08:00:00,1250.422,260.44,0.821,20.432
Basin_C,H03,2024-09-20 04:00:00,3096.203,99.461,0.0,11.513
Basin_B,H02,2024-11-09 01:15:00,981.07,141.148,0.152,13.453
Basin_A,H01,2024-07-25 18:15:00,1250.014,188.946,0.011,16.412
Basin_A,H01,2024-12-03 10:45:00,1248.577,186.092,0.051,15.962
Basin_B,H02,2024-08-29 00:15:00,981.547,123.911,0.144,13.189
Basin_C,H03,2024-10-30 21:00:00,3096.223,100.088,0.114,11.028
Basin_B,H02,2024-12-17 01:45:00,981.368,174.117,0.707,14.458
Basin_A,H01,2024-08-13 19:30:00,1250.366,178.586,0.098,15.283
Basin_A,H01,2024-06-16 12:45:00,1249.376,246.06,0.29,17.686
Basin_C,H03,2024-04-22 11:30:00,3101.145,146.658,0.219,18.019
Basin_B,H02,2024-01-29 08:15:00,981.341,224.172,0.445,16.967
Basin_C,H03,2024-06-09 09:00:00,3097.411,114.783,0.088,15.317
Basin_C,H03,2024-07-26 05:00:00,3095.716,91.79,0.0,12.457
Basin_B,H02,2024-07-11 06:15:00,981.901,150.325,0.415,15.392
Basin_B,H02,2024-10-24 15:15:00,978.902,127.731,0.39,12.636
Basin_B,H02,2024-07-31 21:45:00,981.047,125.383,0.026,13.938
Basin_B,H02,2024-02-26 07:45:00,981.472,230.89,0.442,20.151
Basin_B,H02,2024-07-30 16:15:00,981.083,122.242,0.715,13.829
Basin_C,H03,2024-12-25 10:45:00,3094.815,134.884,0.479,13.001
Basin_B,H02,2024-07-22 19:00:00,981.217,134.79,0.042,14.854
Basin_C,H03,2024-11-19 23:30:00,3095.256,108.063,0.61,10.909
Basin_A,H01,2024-07-17 23:15:00,1249.071,197.712,0.225,17.333
Basin_B,H02,2024-02-15 00:00:00,981.194,236.438,0.439,18.441
Basin_A,H01,2024-03-05 14:15:00,1251.95,282.586,0.741,21.421
Basin_C,H03,2024-02-01 09:30:00,3100.865,153.63,0.475,15.165
Basin_C,H03,2024-08-26 06:15:00,3094.634,76.827,0.103,11.201
Basin_B,H02,2024-04-27 14:30:00,981.678,226.348,0.338,20.943
Basin_C,H03,2024-06-24 07:00:00,3097.447,112.554,0.048,14.479
Basin_B,H02,2024-02-11 01:30:00,981.103,228.789,0.388,18.687
Basin_C,H03,2024-06-29 12:30:00,3097.466,91.367,0.098,13.747
Basin_B,H02,2024-10-02 04:45:00,978.963,117.867,0.528,11.663
Basin_B,H02,2024-12-09 08:15:00,980.518,167.012,0.372,15.579
Basin_A,H01,2024-11-25 16:00:00,1249.328,179.507,0.321,16.281
Basin_A,H01,2024-10-15 11:15:00,1249.621,150.663,0.0,11.724
Basin_B,H02,2024-03-24 09:15:00,982.3,232.14,0.592,19.789
Basin_C,H03,2024-04-30 23:45:00,3100.041,138.489,0.404,17.177
Basin_A,H01,2024-12-23 19:45:00,1250.12,214.356,1.144,17.136
Basin_B,H02,2024-09-23 02:00:00,979.612,123.279,0.039,11.707
Basin_B,H02,2024-11-07 08:15:00,980.654,129.673,0.019,12.758
Basin_B,H02,2024-07-20 02:45:00,981.041,125.731,0.239,14.666
Basin_B,H02,2024-02-10 00:30:00,980.949,218.546,0.409,19.312
Basin_A,H01,2024-05-09 16:30:00,1251.741,279.612,0.355,20.692
Basin_B,H02,2024-08-18 02:45:00,981.632,120.216,0.116,12.286
Basin_C,H03,2024-11-29 13:00:00,3095.74,118.607,0.886,12.809
Basin_A,H01,2024-06-07 06:30:00,1250.384,250.185,1.026,19.547
Basin_A,H01,2024-11-17 23:15:00,1249.304,158.229,0.0,15.692
Basin_C,H03,2024-09-16 06:00:00,3095.247,81.973,0.478,11.971
Basin_C,H03,2024-02-02 21:15:00,3101.149,161.993,0.772,17.338
Basin_A,H01,2024-03-07 22:30:00,1251.875,285.403,0.386,21.724
Basin_A,H01,2024-11-23 11:00:00,1249.317,176.575,0.014,15.59
Basin_B,H02,2024-12-18 03:30:00,981.467,179.547,0.223,15.311
Basin_A,H01,2024-07-31 02:30:00,1250.33,194.094,0.161,16.666
Basin_A,H01,2024-05-15 11:15:00,1251.311,270.283,0.36,19.967
Basin_C,H03,2024-03-07 22:00:00,3101.215,163.849,0.99,17.815
Basin_A,H01,2024-09-18 05:45:00,1249.961,150.233,0.0,14.962
Basin_A,H01,2024-05-26 02:15:00,1251.324,274.32,0.765,19.698
Basin_B,H02,2024-03-04 17:45:00,981.22,236.903,0.467,19.77
Basin_C,H03,2024-03-18 08:15:00,3101.619,157.494,0.582,17.267
Basin_A,H01,2024-10-10 00:00:00,1249.855,142.695,0.152,13.174
Basin_A,H01,2024-01-25 04:00:00,1250.327,254.679,0.608,19.677
Basin_B,H02,2024-04-09 14:15:00,982.681,225.187,0.509,20.285
Basin_C,H03,2024-12-10 13:15:00,3095.443,128.695,0.814,12.43
Basin_A,H01,2024-08-07 15:00:00,1249.963,176.339,0.12,16.328
Basin_C,H03,2024-05-30 02:45:00,3096.789,116.264,0.45,14.899
Basin_B,H02,2024-09-22 02:30:00,979.468,107.199,0.0,12.311
Basin_C,H03,2024-04-23 13:30:00,3101.304,149.651,0.339,17.326
Basin_A,H01,2024-04-29 16:45:00,1252.305,289.049,0.858,23.288
Basin_B,H02,2024-11-15 11:15:00,980.72,140.121,0.16,13.707
Basin_B,H02,2024-03-05 19:00:00,981.331,233.281,0.419,20.017
Basin_A,H01,2024-04-06 16:15:00,1252.838,297.296,0.575,20.739
Basin_A,H01,2024-11-11 08:30:00,1250.159,163.601,0.0,14.939
Basin_C,H03,2024-01-16 00:30:00,3101.333,164.289,0.397,14.938
Basin_C,H03,2024-07-20 10:00:00,3096.368,93.235,0.0,12.639
Basin_B,H02,2024-11-21 22:30:00,980.925,154.019,1.199,12.265
Basin_B,H02,2024-02-06 17:45:00,981.314,219.591,0.757,19.0
Basin_C,H03,2024-12-05 03:00:00,3095.533,119.494,0.459,11.921
Basin_B,H02,2024-06-04 05:45:00,979.337,180.283,0.369,18.678
Basin_B,H02,2024-09-07 05:30:00,980.738,113.412,0.089,12.372
Basin_B,H02,2024-03-24 11:30:00,982.633,245.774,0.556,19.98
Basin_B,H02,2024-07-06 14:15:00,980.934,156.811,0.244,15.542
Basin_C,H03,2024-09-01 07:45:00,3094.628,79.645,0.0,10.107
Basin_B,H02,2024-11-30 18:00:00,980.981,165.321,0.296,13.81
Basin_A,H01,2024-05-10 19:30:00,1251.822,273.235,0.379,20.176
Basin_B,H02,2024-05-12 08:00:00,980.396,205.261,0.383,17.821
Basin_A,H01,2024-03-23 05:45:00,1252.37,292.887,0.458,21.341
Basin_B,H02,2024-10-29 22:00:00,980.008,124.682,0.0,12.282
